0.0965320	261.0
0.0965330	260.0
0.0965340	260.0
0.0965350	260.0
0.0965360	260.0
0.0965370	260.0
0.0965380	261.0
0.0965390	261.0
0.0965400	261.0
0.0965410	262.0
0.0965420	262.0
0.0965430	262.0
0.0965440	263.0
0.0965450	263.0
0.0965460	263.0
0.0965470	263.0
0.0965480	263.0
0.0965490	264.0
0.0965500	264.0
0.0965510	264.0
0.0965520	264.0
0.0965530	264.0
0.0965540	264.0
0.0965550	265.0
0.0965560	265.0
0.0965570	265.0
0.0965580	265.0
0.0965590	265.0
0.0965600	265.0
0.0965610	265.0
0.0965620	265.0
0.0965630	265.0
0.0965640	266.0
0.0965650	266.0
0.0965660	266.0
0.0965670	266.0
0.0965680	266.0
0.0965690	266.0
0.0965700	266.0
0.0965710	266.0
0.0965720	266.0
0.0965730	267.0
0.0965740	266.0
0.0965750	266.0
0.0965760	266.0
0.0965770	266.0
0.0965780	266.0
0.0965790	267.0
0.0965800	267.0
0.0965810	267.0
0.0965820	267.0
0.0965830	268.0
0.0965840	268.0
0.0965850	268.0
0.0965860	269.0
0.0965870	269.0
0.0965880	269.0
0.0965890	269.0
0.0965900	270.0
0.0965910	270.0
0.0965920	270.0
0.0965930	270.0
0.0965940	271.0
0.0965950	271.0
0.0965960	271.0
0.0965970	272.0
0.0965980	272.0
0.0965990	272.0
0.0966000	273.0
0.0966010	272.0
0.0966020	273.0
0.0966030	273.0
0.0966040	273.0
0.0966050	274.0
0.0966060	274.0
0.0966070	274.0
0.0966080	274.0
0.0966090	275.0
0.0966100	275.0
0.0966110	275.0
0.0966120	275.0
0.0966130	275.0
0.0966140	275.0
0.0966150	275.0
0.0966160	276.0
0.0966170	276.0
0.0966180	276.0
0.0966190	275.0
0.0966200	276.0
0.0966210	275.0
0.0966220	275.0
0.0966230	275.0
0.0966240	276.0
0.0966250	276.0
0.0966260	276.0
0.0966270	276.0
0.0966280	275.0
0.0966290	275.0
0.0966300	275.0
0.0966310	276.0
0.0966320	275.0
0.0966330	275.0
0.0966340	275.0
0.0966350	275.0
0.0966360	276.0
0.0966370	276.0
0.0966380	276.0
0.0966390	276.0
0.0966400	276.0
0.0966410	276.0
0.0966420	275.0
0.0966430	276.0
0.0966440	276.0
0.0966450	276.0
0.0966460	277.0
0.0966470	277.0
0.0966480	278.0
0.0966490	278.0
0.0966500	278.0
0.0966510	279.0
0.0966520	279.0
0.0966530	279.0
0.0966540	279.0
0.0966550	280.0
0.0966560	280.0
0.0966570	280.0
0.0966580	280.0
0.0966590	280.0
0.0966600	280.0
0.0966610	280.0
0.0966620	281.0
0.0966630	281.0
0.0966640	281.0
0.0966650	282.0
0.0966660	282.0
0.0966670	282.0
0.0966680	282.0
0.0966690	282.0
0.0966700	282.0
0.0966710	282.0
0.0966720	283.0
0.0966730	283.0
0.0966740	283.0
0.0966750	283.0
0.0966760	283.0
0.0966770	283.0
0.0966780	283.0
0.0966790	283.0
0.0966800	283.0
0.0966810	283.0
0.0966820	283.0
0.0966830	281.0
0.0966840	281.0
0.0966850	281.0
0.0966860	281.0
0.0966870	282.0
0.0966880	282.0
0.0966890	282.0
0.0966900	282.0
0.0966910	282.0
0.0966920	282.0
0.0966930	283.0
0.0966940	282.0
0.0966950	282.0
0.0966960	282.0
0.0966970	282.0
0.0966980	282.0
0.0966990	283.0
0.0967000	283.0
0.0967010	283.0
0.0967020	283.0
0.0967030	283.0
0.0967040	283.0
0.0967050	284.0
0.0967060	284.0
0.0967070	284.0
0.0967080	285.0
0.0967090	285.0
0.0967100	285.0
0.0967110	285.0
0.0967120	285.0
0.0967130	285.0
0.0967140	285.0
0.0967150	285.0
0.0967160	285.0
0.0967170	286.0
0.0967180	285.0
0.0967190	286.0
0.0967200	286.0
0.0967210	286.0
0.0967220	286.0
0.0967230	286.0
0.0967240	286.0
0.0967250	286.0
0.0967260	287.0
0.0967270	287.0
0.0967280	287.0
0.0967290	287.0
0.0967300	287.0
0.0967310	288.0
0.0967320	288.0
0.0967330	288.0
0.0967340	288.0
0.0967350	288.0
0.0967360	288.0
0.0967370	289.0
0.0967380	289.0
0.0967390	289.0
0.0967400	289.0
0.0967410	289.0
0.0967420	289.0
0.0967430	289.0
0.0967440	289.0
0.0967450	289.0
0.0967460	289.0
0.0967470	290.0
0.0967480	290.0
0.0967490	290.0
0.0967500	290.0
0.0967510	291.0
0.0967520	291.0
0.0967530	291.0
0.0967540	291.0
0.0967550	291.0
0.0967560	291.0
0.0967570	291.0
0.0967580	291.0
0.0967590	291.0
0.0967600	291.0
0.0967610	291.0
0.0967620	291.0
0.0967630	291.0
0.0967640	291.0
0.0967650	291.0
0.0967660	292.0
0.0967670	292.0
0.0967680	292.0
0.0967690	292.0
0.0967700	292.0
0.0967710	292.0
0.0967720	292.0
0.0967730	293.0
0.0967740	293.0
0.0967750	293.0
0.0967760	293.0
0.0967770	293.0
0.0967780	293.0
0.0967790	293.0
0.0967800	293.0
0.0967810	293.0
0.0967820	294.0
0.0967830	294.0
0.0967840	294.0
0.0967850	294.0
0.0967860	294.0
0.0967870	295.0
0.0967880	295.0
0.0967890	295.0
0.0967900	295.0
0.0967910	296.0
0.0967920	296.0
0.0967930	296.0
0.0967940	296.0
0.0967950	296.0
0.0967960	296.0
0.0967970	296.0
0.0967980	296.0
0.0967990	296.0
0.0968000	296.0
0.0968010	297.0
0.0968020	297.0
0.0968030	297.0
0.0968040	297.0
0.0968050	297.0
0.0968060	299.0
0.0968070	299.0
0.0968080	299.0
0.0968090	299.0
0.0968100	299.0
0.0968110	300.0
0.0968120	300.0
0.0968130	300.0
0.0968140	300.0
0.0968150	300.0
0.0968160	300.0
0.0968170	300.0
0.0968180	300.0
0.0968190	300.0
0.0968200	300.0
0.0968210	300.0
0.0968220	300.0
0.0968230	300.0
0.0968240	300.0
0.0968250	300.0
0.0968260	300.0
0.0968270	300.0
0.0968280	300.0
0.0968290	300.0
0.0968300	300.0
0.0968310	300.0
0.0968320	300.0
0.0968330	300.0
0.0968340	300.0
0.0968350	301.0
0.0968360	301.0
0.0968370	301.0
0.0968380	301.0
0.0968390	301.0
0.0968400	301.0
0.0968410	301.0
0.0968420	301.0
0.0968430	301.0
0.0968440	302.0
0.0968450	302.0
0.0968460	302.0
0.0968470	304.0
0.0968480	304.0
0.0968490	304.0
0.0968500	304.0
0.0968510	305.0
0.0968520	305.0
0.0968530	305.0
0.0968540	305.0
0.0968550	305.0
0.0968560	305.0
0.0968570	305.0
0.0968580	305.0
0.0968590	304.0
0.0968600	304.0
0.0968610	304.0
0.0968620	303.0
0.0968630	304.0
0.0968640	304.0
0.0968650	304.0
0.0968660	304.0
0.0968670	304.0
0.0968680	304.0
0.0968690	304.0
0.0968700	304.0
0.0968710	304.0
0.0968720	304.0
0.0968730	304.0
