0.0965320	10007.0
0.0965330	10007.0
0.0965340	10007.0
0.0965350	10007.0
0.0965360	10007.0
0.0965370	10007.0
0.0965380	10007.0
0.0965390	10007.0
0.0965400	10007.0
0.0965410	10007.0
0.0965420	10007.0
0.0965430	10007.0
0.0965440	10007.0
0.0965450	10007.0
0.0965460	10007.0
0.0965470	10007.0
0.0965480	10007.0
0.0965490	10007.0
0.0965500	10007.0
0.0965510	10007.0
0.0965520	10007.0
0.0965530	10007.0
0.0965540	10007.0
0.0965550	10007.0
0.0965560	10007.0
0.0965570	10007.0
0.0965580	10007.0
0.0965590	10007.0
0.0965600	10007.0
0.0965610	10007.0
0.0965620	10007.0
0.0965630	10007.0
0.0965640	10007.0
0.0965650	10007.0
0.0965660	10007.0
0.0965670	10007.0
0.0965680	10007.0
0.0965690	10007.0
0.0965700	10007.0
0.0965710	10007.0
0.0965720	10007.0
0.0965730	10007.0
0.0965740	10007.0
0.0965750	10007.0
0.0965760	10007.0
0.0965770	10007.0
0.0965780	10007.0
0.0965790	10007.0
0.0965800	10007.0
0.0965810	10007.0
0.0965820	10007.0
0.0965830	10007.0
0.0965840	10007.0
0.0965850	10007.0
0.0965860	10007.0
0.0965870	10007.0
0.0965880	10007.0
0.0965890	10007.0
0.0965900	10007.0
0.0965910	10007.0
0.0965920	10007.0
0.0965930	10007.0
0.0965940	10007.0
0.0965950	10007.0
0.0965960	10007.0
0.0965970	10007.0
0.0965980	10007.0
0.0965990	10007.0
0.0966000	10007.0
0.0966010	10007.0
0.0966020	10007.0
0.0966030	10007.0
0.0966040	10007.0
0.0966050	10007.0
0.0966060	10007.0
0.0966070	10007.0
0.0966080	10007.0
0.0966090	10007.0
0.0966100	10007.0
0.0966110	10007.0
0.0966120	10007.0
0.0966130	10007.0
0.0966140	10007.0
0.0966150	10007.0
0.0966160	10007.0
0.0966170	10007.0
0.0966180	10007.0
0.0966190	10007.0
0.0966200	10007.0
0.0966210	10007.0
0.0966220	10007.0
0.0966230	10007.0
0.0966240	10007.0
0.0966250	10007.0
0.0966260	10007.0
0.0966270	10007.0
0.0966280	10007.0
